Running data/segmentation.data.new.txt Experiment with k nearest = 1
Average Error Rate: 0.03593073593073593
Standard Deviation: 0.009444772393623997
Last Cross Validation Set Predicted Values: 
(Predicted Value, Actual Value)
WINDOW, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
WINDOW, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
PATH, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
FOLIAGE, CEMENT
BRICKFACE, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
BRICKFACE, CEMENT
CEMENT, CEMENT
WINDOW, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
SKY, SKY
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
FOLIAGE, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
FOLIAGE, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
CEMENT, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
FOLIAGE, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
FOLIAGE, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
FOLIAGE, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
BRICKFACE, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
WINDOW, WINDOW
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
