Running data/house-votes-84.data.new.txt Experiment with positive class = democrat
Average Error Rate: 0.1
Standard Deviation: 0.013953488372093021
Learned Naive Bayes Distribution: 
Keys are structured as follows: (feature#, possible domain values 0 or 1, 'label', label value)
Special Key's that are ('label', possible_class_value) are the percentage of the distribution with that class label
{ (0, 0, 'label', 0): 0.8120300751879699,
[(1, 0.9999999988563705), (0, 1.1436294839980301e-09)], 1
[(1, 0.9999999999303051), (0, 6.969489726361986e-11)], 1
[(1, 0.999772828748808), (0, 0.00022717125119196238)], 1
[(1, 0.9999999844862666), (0, 1.551373352554119e-08)], 1
[(0, 0.999284766910414), (1, 0.0007152330895859327)], 1
[(1, 0.9999999744861411), (0, 2.5513858906906557e-08)], 1
[(1, 0.9999999998274516), (0, 1.7254846776369658e-10)], 1
[(1, 0.9999999972741759), (0, 2.7258241716059395e-09)], 1
[(1, 0.9074227406734874), (0, 0.09257725932651259)], 1
[(1, 0.9999976948684803), (0, 2.3051315196733284e-06)], 1
[(1, 0.9999999999662146), (0, 3.378536139148611e-11)], 1
[(1, 0.9999999482605035), (0, 5.17394965251464e-08)], 1
[(1, 0.8938618242741864), (0, 0.10613817572581363)], 1
[(1, 0.9999999998077143), (0, 1.9228573353004118e-10)], 1
[(1, 0.9999995914486743), (0, 4.085513256486887e-07)], 1
[(1, 0.9999999999662146), (0, 3.378536139148611e-11)], 1
[(1, 0.9999999997509318), (0, 2.4906818709767837e-10)], 1
[(1, 0.9999996886297208), (0, 3.1137027932924374e-07)], 1
[(1, 0.9999997849604875), (0, 2.1503951246167399e-07)], 1
[(1, 0.9999999970430746), (0, 2.9569253595490423e-09)], 1
[(1, 0.9999991896364598), (0, 8.103635401878321e-07)], 1
[(1, 0.9999999997509318), (0, 2.4906818709767837e-10)], 1
[(1, 0.999938487854869), (0, 6.151214513099994e-05)], 1
[(1, 0.9999999997509318), (0, 2.4906818709767837e-10)], 1
[(1, 0.9999999985186538), (0, 1.4813461039548182e-09)], 1
[(1, 0.9991526519252737), (0, 0.0008473480747263447)], 1
[(1, 0.9999999997509318), (0, 2.4906818709767837e-10)], 1
[(1, 0.9999999952908603), (0, 4.709139743533722e-09)], 1
[(1, 0.9999999887643497), (0, 1.1235650214514394e-08)], 1
[(1, 0.9999999973915769), (0, 2.6084231896323988e-09)], 1
[(1, 0.9999999943103305), (0, 5.689669511136265e-09)], 1
[(1, 0.9999999939365805), (0, 6.063419500927633e-09)], 1
[(1, 0.9999999653162168), (0, 3.468378318091352e-08)], 1
[(1, 0.9999999998274516), (0, 1.7254846776369658e-10)], 1
[(1, 0.9999999998274516), (0, 1.7254846776369658e-10)], 1
