Running data/segmentation.data.new.txt Experiment with pruning = True
Average Error Rate: 0.09835164835164835
Standard Deviation: 0.00892751473036919
Average Node Count: 301.8
Average Node Count (Pruned): 155.4
Average Node Difference: 146.4
Last Cross Validation Set Predicted Values: 
(Predicted Value, Actual Value)
BRICKFACE, BRICKFACE
WINDOW, BRICKFACE
WINDOW, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
WINDOW, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
WINDOW, FOLIAGE
FOLIAGE, FOLIAGE
WINDOW, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
GRASS, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
WINDOW, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
WINDOW, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
WINDOW, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
WINDOW, FOLIAGE
FOLIAGE, FOLIAGE
WINDOW, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
WINDOW, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
WINDOW, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
CEMENT, FOLIAGE
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
CEMENT, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
FOLIAGE, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
PATH, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
WINDOW, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
PATH, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
WINDOW, CEMENT
WINDOW, CEMENT
FOLIAGE, CEMENT
CEMENT, CEMENT
PATH, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
WINDOW, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
WINDOW, CEMENT
WINDOW, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
WINDOW, CEMENT
PATH, CEMENT
CEMENT, CEMENT
FOLIAGE, CEMENT
CEMENT, CEMENT
PATH, CEMENT
CEMENT, CEMENT
