Running data/segmentation.data.new.txt Experiment with pruning = False
Average Error Rate: 0.08296703296703298
Standard Deviation: 0.008582691951545778
Average Node Count: 337.0
Average Node Count (Pruned): N/A
Average Node Difference: N/A
Last Cross Validation Set Predicted Values: 
(Predicted Value, Actual Value)
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
CEMENT, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
BRICKFACE, BRICKFACE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
WINDOW, FOLIAGE
WINDOW, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
CEMENT, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
WINDOW, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
WINDOW, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
FOLIAGE, FOLIAGE
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
GRASS, GRASS
WINDOW, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
PATH, CEMENT
BRICKFACE, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
PATH, CEMENT
WINDOW, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
WINDOW, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
PATH, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
PATH, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
CEMENT, CEMENT
